school sex age address famsize Pstatus Medu Fedu Mjob Fjob reason guardian traveltime studytime failures schoolsup famsup paid activities nursery higher internet romantic famrel freetime goout Dalc Walc health absences FailHigh alcSudyTime parentsEdu G1 G2 G3 GC1 GC2 GC3
GP F 18 U GT3 A 4 4 at_home teacher course mother 2 2 0 yes no no no yes yes no no 4 3 4 1 1 3 4 3,16494845360825 2,50375939849624 3,04123711340206 0 0,55 0,55 fail sufficient sufficient
MS M 15 U LE3 A 2 2 other other reputation mother 3 4 0 no yes no yes yes yes no no 5 4 5 2 3 5 8 4,16494845360825 5,5062656641604 4,79123711340206 0,65 0,7 0,7 satisfactory satisfactory satisfactory
MS M 15 U LE3 A 2 1 services services course mother 1 1 0 no no no yes yes yes yes no 4 3 3 1 2 5 11 2,44329896907217 6,51127819548872 4,36082474226804 0,6 0,65 0,6 satisfactory satisfactory satisfactory
MS F 16 R LE3 T 2 2 other other course mother 1 3 0 no yes no no no yes no yes 4 3 3 2 2 5 2 2,72164948453608 2 4,43041237113402 0,55 0,55 0,55 sufficient sufficient sufficient
MS F 16 U LE3 T 4 1 other other home mother 2 2 0 no yes no yes yes yes yes no 1 2 4 2 2 1 8 3,44329896907217 5,00751879699248 1,61082474226804 0,45 0,5 0,5 fail fail fail
MS F 17 U GT3 T 3 2 at_home other home mother 2 1 0 no no no no yes yes no yes 4 3 3 2 2 1 5 2,72164948453608 3,50375939849624 1,43041237113402 0,45 0,55 0,55 fail sufficient sufficient
MS F 17 R GT3 T 2 2 other other other mother 2 2 0 yes no yes no yes yes no no 5 1 3 1 1 5 0 2,44329896907217 0,49874686716792 4,36082474226804 0,55 0,45 0,55 sufficient fail sufficient
MS F 16 U GT3 T 4 4 teacher services course mother 2 3 0 no yes no no yes yes yes yes 5 3 5 1 4 5 1 3,88659793814433 2,49624060150376 4,72164948453608 0,5 0,55 0,6 fail sufficient satisfactory
MS M 17 R GT3 T 4 4 health other course father 3 1 3 no no no yes yes yes yes yes 3 3 3 1 3 5 2 2,44329896907217 2,49874686716792 4,36082474226804 0,45 0,45 0,4 fail fail fail
MS M 17 R LE3 T 1 3 other other course father 2 1 0 no no no yes yes yes no yes 5 1 2 3 3 5 2 2,27835051546392 2,49874686716792 4,31958762886598 0,6 0,55 0,6 satisfactory sufficient satisfactory
MS M 17 U GT3 T 3 4 services other other mother 1 2 1 no yes no yes no yes yes yes 5 4 4 3 4 5 8 3,72164948453608 6,00501253132832 4,68041237113402 0,4 0,45 0,4 fail fail fail
MS F 17 U GT3 T 4 4 health health course father 1 2 0 no yes no no yes yes yes no 5 2 5 1 1 5 0 3,88659793814433 0,49874686716792 4,72164948453608 0,65 0,75 0,8 satisfactory good good
MS M 16 R LE3 T 4 1 other at_home other father 1 1 0 no no no no yes yes yes no 4 1 2 2 1 2 0 2 0,49874686716792 2 0,5 0,55 0,55 fail sufficient sufficient
MS F 17 U GT3 A 1 1 at_home at_home other mother 1 2 0 no no no yes yes yes yes yes 4 5 5 1 2 3 2 3,88659793814433 2 3,22164948453608 0,55 0,5 0,55 sufficient fail sufficient
MS F 17 R GT3 T 4 2 other other course mother 2 2 0 yes yes no no no yes yes no 4 3 3 2 3 5 0 2,72164948453608 1,49624060150376 4,43041237113402 0,85 0,9 0,9 good good good
MS M 16 U LE3 A 2 2 other services course father 2 2 0 no yes no no no yes yes yes 4 1 2 2 2 5 0 2 0,99749373433584 4,25 0,6 0,65 0,65 satisfactory satisfactory satisfactory
MS M 17 U GT3 T 3 2 other other other father 2 2 0 no yes yes no yes yes yes no 4 1 2 2 2 1 0 2 0,99749373433584 1,25 0,65 0,7 0,65 satisfactory satisfactory satisfactory
MS M 19 U GT3 T 1 1 other other other mother 1 2 2 no yes no yes yes no yes no 4 4 3 3 4 4 2 3 2,99749373433584 3,75 0,45 0,45 0,5 fail fail fail
MS M 17 U LE3 A 1 0 other other home mother 1 1 0 no no no no yes yes no yes 4 1 2 1 1 5 4 1,72164948453608 2,50375939849624 4,18041237113402 0,55 0,55 0,6 sufficient sufficient satisfactory
MS F 17 R GT3 T 1 1 at_home at_home course father 2 1 0 no yes no yes yes no yes yes 3 5 5 2 2 4 3 4,16494845360825 2,50125313283208 4,04123711340206 0,5 0,55 0,5 fail sufficient fail
MS F 16 R GT3 T 1 2 other other home father 1 3 0 yes yes no no no yes yes yes 4 3 4 1 1 3 5 3,16494845360825 3,00501253132832 3,04123711340206 0,65 0,7 0,65 satisfactory satisfactory satisfactory
MS M 16 R LE3 T 1 2 other at_home course mother 1 1 0 no no no no yes yes no no 4 4 4 2 4 5 4 3,44329896907217 4 4,61082474226804 0,45 0,5 0,55 fail fail sufficient
MS F 17 R GT3 T 3 1 other other course mother 2 2 3 no yes no yes no yes yes yes 5 4 4 1 1 5 2 3,16494845360825 1,50125313283208 4,54123711340206 0,35 0,45 0,5 fail fail fail
MS M 17 R GT3 T 2 2 other other course mother 2 1 0 no no no yes yes no no yes 5 5 5 3 5 5 0 4,44329896907217 2,4937343358396 4,86082474226804 0,4 0,65 0,5 fail satisfactory fail
MS M 18 R GT3 T 1 0 at_home at_home course other 3 1 1 yes yes no no yes yes no no 4 3 2 1 1 4 0 1,72164948453608 0,49874686716792 3,43041237113402 0,6 0,6 0,65 satisfactory satisfactory satisfactory
MS M 17 R GT3 T 1 1 other services course mother 2 1 0 no yes no yes no yes yes yes 4 5 5 1 3 2 0 3,88659793814433 1,49624060150376 2,47164948453608 0,5 0,45 0,5 fail fail fail
MS M 18 U LE3 T 1 1 at_home at_home course mother 2 2 0 no yes no yes yes yes no no 4 3 3 1 4 5 6 2,44329896907217 5,00250626566416 4,36082474226804 0,5 0,45 0,5 fail fail fail
MS F 16 R LE3 T 2 2 other services course father 1 2 0 no no no yes yes yes no yes 5 4 3 1 1 1 0 2,44329896907217 0,49874686716792 1,36082474226804 0,55 0,65 0,6 sufficient satisfactory satisfactory
MS M 17 U GT3 T 2 2 other other course mother 1 1 1 no no no yes yes yes no yes 1 2 1 2 3 5 0 1,27835051546392 1,49624060150376 4,06958762886598 0,35 0 0 fail fail fail
MS M 16 R GT3 T 3 2 services other course father 2 1 0 no no no no yes yes yes no 4 5 5 2 3 5 2 4,16494845360825 2,49874686716792 4,79123711340206 0,55 0,45 0,5 sufficient fail fail
MS M 16 R LE3 T 1 1 at_home other course mother 2 1 0 no no no yes yes yes yes no 4 5 5 2 4 5 0 4,16494845360825 1,99498746867168 4,79123711340206 0,5 0,5 0,45 fail fail fail
MS M 18 R GT3 T 1 1 services other course other 2 1 1 no yes no no yes no yes yes 5 3 3 2 3 5 2 2,72164948453608 2,49874686716792 4,43041237113402 0,45 0,35 0,45 fail fail fail
MS M 18 R GT3 T 3 2 services other course mother 1 1 1 no no no no yes no yes no 2 3 1 2 2 5 0 1,27835051546392 0,99749373433584 4,06958762886598 0,2 0 0 fail fail fail
MS M 19 U GT3 T 3 2 at_home services course mother 2 1 3 no no no yes yes yes no no 3 2 1 1 1 3 4 1 2,50375939849624 2,5 0,3 0,55 0,45 fail sufficient fail
MS M 18 U GT3 T 3 3 at_home at_home course mother 1 2 2 no yes no yes yes no yes no 4 4 5 1 3 3 9 3,88659793814433 6,00751879699248 3,22164948453608 0,2 0,4 0,4 fail fail fail
MS M 16 R GT3 T 2 2 services services course mother 2 1 0 no yes no yes yes yes yes yes 5 4 3 2 4 4 6 2,72164948453608 5,00250626566416 3,68041237113402 0,35 0,4 0,4 fail fail fail
MS M 19 U GT3 T 2 1 at_home other course other 2 1 3 no no no yes no no yes yes 4 4 3 1 3 5 4 2,44329896907217 3,50125313283208 4,36082474226804 0,4 0,45 0,45 fail fail fail
MS F 16 U GT3 A 3 2 services at_home course mother 2 2 2 no yes no yes yes yes no yes 2 5 5 1 1 1 8 3,88659793814433 4,50877192982456 1,72164948453608 0,25 0,25 0,35 fail fail fail
MS F 17 U GT3 T 1 1 other at_home course mother 1 1 0 no yes no yes yes yes no no 4 3 2 1 2 5 9 1,72164948453608 5,50877192982456 4,18041237113402 0,35 0,45 0,5 fail fail fail
MS M 20 R GT3 T 1 1 other other course other 2 1 1 no yes no no yes no yes yes 4 4 3 2 4 4 12 2,72164948453608 8,01002506265664 3,68041237113402 0,4 0,55 0,5 fail sufficient fail
MS F 18 R GT3 A 4 3 services services course mother 1 1 0 no yes no no yes yes yes no 5 4 4 3 4 2 8 3,72164948453608 6,00501253132832 2,43041237113402 0,5 0,55 0,5 fail sufficient fail
MS M 18 R GT3 T 3 2 other other course mother 2 1 0 no yes no no no yes yes no 2 5 5 5 5 5 8 5 6,50375939849624 5 0,45 0,5 0,55 fail fail sufficient
MS M 19 R GT3 T 1 1 other services home other 3 2 1 no no no no yes yes yes no 5 4 4 3 3 2 8 3,72164948453608 5,5062656641604 2,43041237113402 0,5 0,45 0,55 fail fail sufficient
MS M 17 U GT3 T 3 3 health other course mother 2 2 1 no yes no no yes yes yes no 4 5 4 2 3 3 4 3,44329896907217 3,50125313283208 3,11082474226804 0,4 0,45 0,5 fail fail fail
MS M 18 U LE3 T 1 3 at_home services course mother 1 1 0 no no no no yes no yes yes 4 3 3 2 3 3 0 2,72164948453608 1,49624060150376 2,93041237113402 0,45 0,5 0,45 fail fail fail
MS M 19 R GT3 T 1 1 other other home other 3 1 1 no yes no no yes yes yes no 4 4 4 3 3 5 4 3,72164948453608 3,50125313283208 4,68041237113402 0,4 0,45 0,5 fail fail fail
MS F 18 U GT3 A 1 2 at_home other course mother 2 2 2 no yes no no yes yes no no 4 3 3 1 1 5 2 2,44329896907217 1,50125313283208 4,36082474226804 0,3 0,4 0,4 fail fail fail
MS F 19 U LE3 A 1 1 at_home other course mother 1 1 0 no yes no no yes no no no 1 4 4 1 1 5 0 3,16494845360825 0,49874686716792 4,54123711340206 0,3 0,4 0,35 fail fail fail
MS F 18 R GT3 T 2 2 other other other mother 2 1 1 no no no no yes no yes yes 5 5 5 1 1 3 0 3,88659793814433 0,49874686716792 3,22164948453608 0,4 0,3 0 fail fail fail
MS F 17 R GT3 T 0 0 at_home other course mother 2 1 0 no yes no no yes yes yes no 4 4 3 1 1 5 0 2,44329896907217 0,49874686716792 4,36082474226804 0,5 0,55 0,55 fail sufficient sufficient
MS F 17 R LE3 A 3 1 other at_home course other 2 3 0 no yes yes no yes no no no 4 2 3 2 2 3 5 2,72164948453608 3,50375939849624 2,93041237113402 0,4 0,35 0,4 fail fail fail
MS F 17 U GT3 T 4 2 teacher services home mother 1 2 0 yes yes no yes yes yes yes no 5 5 5 1 3 5 0 3,88659793814433 1,49624060150376 4,72164948453608 0,4 0,4 0 fail fail fail
MS F 18 R LE3 T 2 2 services services course mother 1 2 1 no yes no yes yes yes yes no 2 3 3 1 2 4 3 2,44329896907217 2,50125313283208 3,61082474226804 0,35 0,3 0,4 fail fail fail
MS F 17 U GT3 T 4 1 health at_home course mother 1 1 0 no yes no no yes yes no yes 3 2 2 1 1 5 0 1,72164948453608 0,49874686716792 4,18041237113402 0,4 0,5 0,45 fail fail fail
MS F 17 U LE3 T 1 2 at_home other course father 1 1 0 no no no no yes yes yes no 5 5 1 1 1 3 0 1 0,49874686716792 2,5 0,35 0,5 0,5 fail fail fail
MS F 18 U GT3 T 1 1 other other course mother 3 2 2 no no no yes yes yes no yes 3 4 4 2 2 5 3 3,44329896907217 2,50125313283208 4,61082474226804 0,35 0,4 0,35 fail fail fail
MS F 18 U GT3 T 2 2 services at_home reputation father 2 2 0 no no no yes no yes yes no 4 3 5 1 1 1 2 3,88659793814433 1,50125313283208 1,72164948453608 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS F 17 U GT3 T 3 3 services services course mother 2 1 0 no yes no no yes yes yes no 4 4 3 1 1 4 0 2,44329896907217 0,49874686716792 3,61082474226804 0,55 0,6 0,65 sufficient satisfactory satisfactory
MS F 18 U LE3 A 1 2 at_home other reputation mother 2 2 0 no no no no yes yes yes no 4 4 3 1 2 4 0 2,44329896907217 0,99749373433584 3,61082474226804 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS F 18 U GT3 T 4 4 teacher teacher reputation mother 2 2 0 no no no yes no yes yes no 4 3 5 1 2 1 0 3,88659793814433 0,99749373433584 1,72164948453608 0,9 0,9 0,9 good good good
MS M 18 U LE3 T 4 4 services other reputation mother 1 1 0 no yes no yes yes yes yes no 5 4 5 1 1 5 3 3,88659793814433 2,00250626566416 4,72164948453608 0,85 0,85 0,85 good good good
MS F 17 U GT3 T 4 2 other other course mother 2 2 0 no yes no no yes yes yes no 4 3 3 1 2 4 0 2,44329896907217 0,99749373433584 3,61082474226804 0,85 0,9 0,9 good good good
MS F 18 R GT3 T 2 2 at_home other course mother 3 2 1 no no no yes yes yes no yes 4 3 3 1 1 4 0 2,44329896907217 0,49874686716792 3,61082474226804 0,45 0 0 fail fail fail
MS M 18 U LE3 T 1 2 at_home services home mother 2 1 0 no yes no no no yes no no 4 1 4 5 5 1 8 4,27835051546392 6,50375939849624 1,81958762886598 0,5 0,55 0,55 fail sufficient sufficient
MS M 18 R GT3 T 4 4 at_home services other mother 3 1 0 no yes yes yes yes yes yes yes 2 5 5 1 1 1 5 3,88659793814433 3,00501253132832 1,72164948453608 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS M 17 R GT3 T 1 1 other services other father 3 1 0 no no no no no no no no 4 2 3 3 4 4 4 3 4 3,75 0,6 0,65 0,7 satisfactory satisfactory satisfactory
MS F 18 U GT3 T 2 2 other other course mother 2 2 0 no yes no no no yes yes yes 1 3 1 1 1 2 4 1 2,50375939849624 1,75 0,4 0,4 0,5 fail fail fail
MS F 18 U LE3 T 2 2 services services course father 2 3 0 no no no no yes yes yes yes 5 4 5 1 4 3 0 3,88659793814433 1,99498746867168 3,22164948453608 0,55 0,6 0,65 sufficient satisfactory satisfactory
MS F 18 R LE3 A 4 2 teacher other reputation mother 1 2 0 no no no yes yes yes yes yes 5 3 1 1 1 5 0 1 0,49874686716792 4 0,25 0 0 fail fail fail
MS F 18 U GT3 T 1 1 at_home services course mother 3 2 1 no no no no yes no no no 4 4 2 1 2 2 2 1,72164948453608 2 1,93041237113402 0,45 0,5 0,5 fail fail fail
MS F 19 U GT3 T 1 1 at_home services other father 2 1 1 no no no no yes no no no 5 5 5 2 3 2 0 4,16494845360825 1,49624060150376 2,54123711340206 0,25 0 0 fail fail fail
MS F 17 U GT3 T 4 2 teacher other course father 2 4 0 no no no no yes yes yes yes 4 2 3 3 1 5 0 3 0,49874686716792 4,5 0,9 0,9 0,9 good good good
MS F 17 R LE3 A 2 1 services other reputation mother 2 2 0 no no no yes yes yes yes yes 5 3 3 1 2 2 5 2,44329896907217 3,50375939849624 2,11082474226804 0,55 0,55 0,6 sufficient sufficient satisfactory
MS F 18 U LE3 A 1 1 at_home services course mother 1 2 0 no no no no yes yes no yes 5 2 3 1 2 3 2 2,44329896907217 2 2,86082474226804 0,4 0,5 0,55 fail fail sufficient
MS F 18 U GT3 T 1 2 at_home at_home course father 2 2 0 no yes no no yes no no no 4 1 1 1 1 4 0 1 0,49874686716792 3,25 0,55 0,55 0,6 sufficient sufficient satisfactory
MS F 19 R GT3 A 1 1 at_home at_home course other 2 2 3 no yes no yes yes no no yes 3 5 4 1 4 1 0 3,16494845360825 1,99498746867168 1,54123711340206 0,4 0 0 fail fail fail
MS F 18 R GT3 T 2 2 services other home mother 2 3 0 no no no no yes yes yes yes 4 2 1 1 1 4 5 1 3,00501253132832 3,25 0,7 0,7 0,75 satisfactory satisfactory good
MS M 17 R GT3 T 4 3 services other home mother 2 2 1 no yes yes yes no yes yes yes 4 5 5 1 3 2 4 3,88659793814433 3,50125313283208 2,47164948453608 0,5 0,55 0,55 fail sufficient sufficient
MS F 18 U GT3 T 3 3 services services course father 1 2 0 no yes no no yes yes no yes 5 3 4 1 1 5 0 3,16494845360825 0,49874686716792 4,54123711340206 0,5 0,5 0,5 fail fail fail
MS F 17 R GT3 T 4 4 teacher services other father 2 2 0 no yes yes yes yes yes yes no 4 3 3 1 2 5 2 2,44329896907217 2 4,36082474226804 0,6 0,6 0,6 satisfactory satisfactory satisfactory
MS F 17 U LE3 A 3 2 services other reputation mother 2 2 0 no no no no yes yes no yes 1 2 3 1 2 5 0 2,44329896907217 0,99749373433584 4,36082474226804 0,75 0,7 0,75 good satisfactory good
MS M 18 U LE3 T 1 1 other services home father 2 1 0 no no no no no yes yes yes 3 3 2 1 2 3 2 1,72164948453608 2 2,68041237113402 0,7 0,65 0,7 satisfactory satisfactory satisfactory
MS F 18 U LE3 T 1 1 at_home services course father 2 3 0 no no no no yes yes yes no 5 3 2 1 1 4 0 1,72164948453608 0,49874686716792 3,43041237113402 0,95 0,85 0,9 V.good good good
MS F 18 R LE3 A 1 2 at_home other course mother 3 2 0 no no no no yes yes no yes 4 3 4 1 4 5 0 3,16494845360825 1,99498746867168 4,54123711340206 0,8 0,75 0,75 good good good
MS F 18 U GT3 T 3 3 services services other mother 2 2 0 no yes no no yes yes yes yes 4 3 2 1 3 3 6 1,72164948453608 4,50375939849624 2,68041237113402 0,65 0,6 0,65 satisfactory satisfactory satisfactory
MS F 17 U LE3 T 4 4 at_home at_home course mother 1 2 0 no yes no yes yes yes yes yes 2 3 4 1 1 1 4 3,16494845360825 2,50375939849624 1,54123711340206 0,75 0,7 0,75 good satisfactory good
MS F 17 R GT3 T 1 2 other services course father 2 2 0 no no no no no yes no no 3 2 2 1 2 3 0 1,72164948453608 0,99749373433584 2,68041237113402 0,65 0,65 0,65 satisfactory satisfactory satisfactory
MS M 18 R GT3 T 1 3 at_home other course mother 2 2 0 no yes yes no yes yes no no 3 3 4 2 4 3 0 3,44329896907217 1,99498746867168 3,11082474226804 0,4 0,5 0,45 fail fail fail
MS M 18 U LE3 T 4 4 teacher services other mother 2 3 0 no no no no yes yes yes yes 4 2 2 2 2 5 0 2 0,99749373433584 4,25 0,75 0,8 0,8 good good good
MS F 17 R GT3 T 1 1 other services reputation mother 3 1 1 no yes no no yes yes yes yes 5 2 1 1 2 1 0 1 0,99749373433584 1 0,4 0,4 0,45 fail fail fail
MS F 18 U GT3 T 2 3 at_home services course father 2 1 0 no yes no no yes yes yes yes 5 2 3 1 2 4 0 2,44329896907217 0,99749373433584 3,61082474226804 0,5 0,5 0,5 fail fail fail
MS F 18 R GT3 T 4 4 other teacher other father 3 2 0 no yes no no no yes yes yes 3 2 2 4 2 5 0 2,55670103092783 0,99749373433584 4,38917525773196 0,35 0,25 0 fail fail fail
MS M 18 R LE3 T 1 2 at_home services other father 3 1 0 no yes no yes yes no yes yes 4 3 3 2 3 3 3 2,72164948453608 3 2,93041237113402 0,45 0,5 0,5 fail fail fail
MS F 17 U GT3 T 2 2 other at_home home mother 1 3 0 no no no yes yes yes no yes 3 4 3 1 1 3 8 2,44329896907217 4,50877192982456 2,86082474226804 0,5 0,55 0,6 fail sufficient satisfactory
MS F 17 R GT3 T 1 2 other other course mother 1 1 0 no no no yes yes yes yes no 3 5 5 1 3 1 4 3,88659793814433 3,50125313283208 1,72164948453608 0,35 0,4 0,45 fail fail fail
MS F 18 R LE3 T 4 4 other other reputation mother 2 3 0 no no no no yes yes yes no 5 4 4 1 1 1 0 3,16494845360825 0,49874686716792 1,54123711340206 0,75 0,85 0,85 good good good
MS F 18 R GT3 T 1 1 other other home mother 4 3 0 no no no no yes yes yes no 4 3 2 1 2 4 4 1,72164948453608 3,00250626566416 3,43041237113402 0,5 0,55 0,6 fail sufficient satisfactory
MS F 19 R GT3 T 1 1 at_home other course other 2 2 1 no yes no no yes yes yes yes 4 3 3 1 1 3 4 2,44329896907217 2,50375939849624 2,86082474226804 0,35 0,4 0,45 fail fail fail
MS F 18 R LE3 T 4 4 teacher services course mother 1 2 0 no no no yes yes yes yes no 5 4 3 3 4 2 1 3 2,49624060150376 2,25 0,65 0,7 0,7 satisfactory satisfactory satisfactory
MS F 18 U GT3 T 3 3 other other home mother 1 2 0 no no no no yes yes yes yes 4 1 3 1 2 1 1 2,44329896907217 1,49874686716792 1,36082474226804 0,8 0,8 0,8 good good good
MS F 17 R GT3 T 3 1 at_home other reputation mother 1 2 0 no yes no yes no yes yes no 4 5 4 2 3 1 10 3,44329896907217 6,50877192982456 1,61082474226804 0,4 0,45 0,45 fail fail fail
MS M 18 U GT3 T 4 4 teacher teacher home father 1 2 0 no no no yes no yes yes no 3 2 4 1 4 2 4 3,16494845360825 4 2,29123711340206 0,85 0,9 0,95 good good V.good
MS M 18 R GT3 T 2 1 other other other mother 2 1 0 no no no yes no yes yes yes 4 4 3 1 3 5 0 2,44329896907217 1,49624060150376 4,36082474226804 0,35 0,35 0 fail fail fail
MS M 17 U GT3 T 2 3 other services home father 2 2 0 no no no yes yes yes yes no 4 4 3 1 1 3 4 2,44329896907217 2,50375939849624 2,86082474226804 0,7 0,75 0,8 satisfactory good good
MS M 19 R GT3 T 1 1 other services other mother 2 1 1 no no no no yes yes no no 4 3 2 1 3 5 0 1,72164948453608 1,49624060150376 4,18041237113402 0,25 0,4 0 fail fail fail
MS M 18 R GT3 T 4 2 other other home father 2 1 1 no no yes no yes yes no no 5 4 3 4 3 3 0 3,27835051546392 1,49624060150376 3,06958762886598 0,35 0,35 0 fail fail fail
MS F 18 R GT3 T 2 2 at_home other other mother 2 3 0 no no no no yes yes no no 5 3 3 1 3 4 0 2,44329896907217 1,49624060150376 3,61082474226804 0,7 0,85 0,75 satisfactory good good
MS F 17 U GT3 T 4 3 teacher other other mother 2 2 0 no no no no yes yes yes no 5 5 4 1 1 1 0 3,16494845360825 0,49874686716792 1,54123711340206 0,3 0,45 0,55 fail fail sufficient
MS F 18 R GT3 T 4 4 teacher at_home reputation mother 3 1 0 no yes no yes yes yes yes yes 4 4 3 2 2 5 4 2,72164948453608 3,00250626566416 4,43041237113402 0,35 0,45 0,5 fail fail fail
MS F 19 R GT3 T 2 3 services other course mother 1 3 1 no no no yes no yes yes no 5 4 2 1 2 5 4 1,72164948453608 3,00250626566416 4,18041237113402 0,5 0,55 0,5 fail sufficient fail
MS F 18 U LE3 T 3 1 teacher services course mother 1 2 0 no yes no no yes yes yes no 4 3 4 1 1 1 4 3,16494845360825 2,50375939849624 1,54123711340206 0,75 0,75 0,8 good good good
MS F 18 U GT3 T 1 1 other other course mother 2 2 0 no no no yes yes yes no no 1 1 1 1 1 5 6 1 3,5062656641604 4 0,55 0,6 0,45 sufficient satisfactory fail
MS M 17 U LE3 T 3 1 services services course mother 2 1 0 no no no no no yes yes no 2 4 5 3 4 2 6 4,44329896907217 5,00250626566416 2,61082474226804 0,5 0,5 0,5 fail fail fail
MS M 18 R LE3 T 3 2 services other course mother 3 1 0 no no no no no yes yes no 4 4 1 3 4 5 4 1,55670103092784 4 4,13917525773196 0,5 0,55 0,55 fail sufficient sufficient
